5.000000000000000000e-01,-2.000000000000000111e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.999999999999998890e-01,-1.977227286916300453e-01,9.583148283102073395e-02,-5.219141203450932548e-02,-1.000000000000000056e-01,1.946421169274136498e-01,-1.500000000000000000e+00,8.744974059075932490e-03,1.000000000000000056e-01,-1.000000000000000056e-01,1.000000000000000056e-01,-1.000000000000000056e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.954454573832600794e-01,9.166296566204146234e-02,-9.776379169926928403e-02,-2.000000000000000111e-01,1.891957324641154736e-01,-1.399999999999999911e+00,1.464280720893829102e-02,2.000000000000000111e-01,-2.000000000000000111e-01,2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.931681860748901136e-01,8.749444849306219074e-02,-1.376918127272969694e-01,-3.000000000000000444e-01,1.824555551338604698e-01,-1.299999999999999822e+00,1.839502877057443489e-02,3.000000000000000444e-01,-3.000000000000000444e-01,3.000000000000000444e-01,-3.000000000000000444e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.908909147665201478e-01,8.332593132408291914e-02,-1.727446312354617430e-01,-4.000000000000000222e-01,1.736810477247376916e-01,-1.199999999999999734e+00,2.050079467146630197e-02,4.000000000000000222e-01,-4.000000000000000222e-01,4.000000000000000222e-01,-4.000000000000000222e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.886136434581501820e-01,7.915741415510364754e-02,-2.035443846332057327e-01,-5.000000000000000000e-01,1.623983344770887904e-01,-1.099999999999999645e+00,2.133055345929587426e-02,5.000000000000000000e-01,-5.000000000000000000e-01,5.000000000000000000e-01,-5.000000000000000000e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.863363721497802161e-01,7.498889698612437593e-02,-2.306029773309965503e-01,-5.999999999999999778e-01,1.483014556669834394e-01,-9.999999999999996669e-01,2.116714373556501799e-02,5.999999999999999778e-01,-5.999999999999999778e-01,5.999999999999999778e-01,-5.999999999999999778e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.840591008414102503e-01,7.082037981714510433e-02,-2.543458040842102030e-01,-6.999999999999999556e-01,1.312019268434432284e-01,-9.079499291513486448e-01,2.023050711954827233e-02,6.999999999999999556e-01,-6.999999999999999556e-01,6.999999999999999556e-01,-6.999999999999999556e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.817818295330402845e-01,6.665186264816583273e-02,-2.751152123194872123e-01,-7.797553676504652698e-01,1.115892069290221889e-01,-8.300411855309668407e-01,1.846550288852235808e-02,7.999999999999999334e-01,-7.999999999999999334e-01,7.999999999999999334e-01,-7.999999999999999334e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.795045582246703186e-01,6.248334547918656112e-02,-2.931792627290367714e-01,-8.407069231278071486e-01,9.047001819141539669e-02,-7.650410888380524410e-01,1.626592145721388050e-02,8.999999999999999112e-01,-8.999999999999999112e-01,8.999999999999999112e-01,-8.999999999999999112e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.772272869163003528e-01,5.831482831020728952e-02,-3.088407431572786077e-01,-8.866009226058455539e-01,6.945515351257508518e-02,-7.117683215815217013e-01,1.392720235580164473e-02,9.999999999999998890e-01,-9.999999999999998890e-01,9.999999999999998890e-01,-9.999999999999998890e-01,0.000000000000000000e+00
4.999999999999998890e-01,-1.749500156079303870e-01,5.414631114122801792e-02,-3.224215552150749842e-01,-9.209748206462371467e-01,5.022521382879190088e-02,-6.691010232795927548e-01,1.162744739521965470e-02,1.099999999999999867e+00,-1.099999999999999867e+00,1.099999999999999867e+00,-1.099999999999999867e+00,0.000000000000000000e+00
4.999999999999998890e-01,-1.726727442995604211e-01,4.997779397224874631e-02,-3.340920557732344753e-01,-9.425621977060836265e-01,2.913072250545534203e-02,-6.353166121484166151e-01,9.468933497255121318e-03,1.199999999999999956e+00,-1.199999999999999956e+00,1.199999999999999956e+00,-1.199999999999999956e+00,0.000000000000000000e+00
4.999999999999998890e-01,-1.703954729911904553e-01,4.580927680326947471e-02,-3.443700753611280141e-01,-9.611222049878894724e-01,1.628614664437570692e-02,-6.110758008996980406e-01,7.499804932996659637e-03,1.300000000000000044e+00,-1.300000000000000044e+00,1.300000000000000044e+00,-1.300000000000000044e+00,0.000000000000000000e+00
4.999999999999998890e-01,-1.681182016828204895e-01,4.164075963429020311e-02,-3.535142501812729154e-01,-9.769416346625011682e-01,8.843119498089375280e-03,-5.935904946399171989e-01,5.741552508355595059e-03,1.400000000000000133e+00,-1.400000000000000133e+00,1.400000000000000133e+00,-1.400000000000000133e+00,0.000000000000000000e+00
